Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	KRAS interactome	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36
	1.12980022846116	0.442312240600586	O00471;A0A0A0MSI8;F8W9B8;G3V4Z7;G3V377	O00471	Exocyst complex component 5	EXOC5	1355	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	17	17	17	30.1	30.1	30.1	81.852	0	80.601	3499800000	106	23.3800735473633	23.5789985656738	23.7929286956787	24.2662086486816	24.0324630737305	23.7802658081055
	0.848629249747113	-1.74538675944011	O00483	O00483	Cytochrome c oxidase subunit NDUFA4	NDUFA4	1357	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	37	37	37	9.3697	0	5.0031	1947400000	34	24.095308303833	22.8276863098145	22.6298980712891	21.2152519226074	22.9887409210205	20.1127395629883
	0.943734069245589	-0.269980748494465	O00487	O00487	26S proteasome non-ATPase regulatory subunit 14	PSMD14	1358	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	2	2	2	6.5	6.5	6.5	34.577	0	2.9714	786440000	42	21.7523803710938	22.0232353210449	21.9822788238525	21.8243083953857	21.6590099334717	21.4646339416504
+	1.76258066014481	-0.585217157999676	O00505;H0Y4S9	O00505	Importin subunit alpha-4	KPNA3	1359	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	6	25	25	18.8	57.81	0	101.03	4341200000	92	24.0217437744141	24.0083847045898	23.840669631958	23.625	23.1521778106689	23.3379688262939
	0.290802914645766	-0.0927607218424491	O00567;H0Y653;H0YDU4;Q5JXT2	O00567	Nucleolar protein 56	NOP56	1360	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	25	25	25	53	53	53	66.049	0	116	8548500000	238	24.6560554504395	24.3675308227539	24.4747543334961	24.3568935394287	24.2678527832031	24.5953121185303
	1.14982029897918	0.633984883626301	O00743-2;O00743;O00743-3;Q5T1S7	O00743-2	Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed	PPP6C	1363	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	4	17.3	17.3	17.3	32.532	0	8.4795	1700700000	51	22.3138484954834	22.201379776001	22.8830623626709	23.1561336517334	22.8155612945557	23.3285503387451
	0.55125652791207	0.490001042683918	O00763-3;O00763-2;O00763;F8W8T8;H0YGH5;A0A087WUA1	O00763-3	Acetyl-CoA carboxylase 2;Biotin carboxylase	ACACB	1364	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	31	16	16	16.9	10.3	10.3	255.09	0	34.652	1376800000	72	22.8759021759033	23.8326759338379	23.3238868713379	23.3200340270996	24.2839736938477	23.8984603881836
	0.805179515747361	0.773015975952148	O00767	O00767	Acyl-CoA desaturase	SCD	1366	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	4	4	4	15.9	15.9	15.9	41.522	0	43.455	2203500000	74	23.0515556335449	23.4124794006348	22.4563846588135	23.1810436248779	24.3732509613037	23.685173034668
	0.844865231225273	1.02739143371582	O14523-2;O14523;E9PK05	O14523-2	C2 domain-containing protein 2-like	C2CD2L	1369	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	2	2	2	5.1	5.1	5.1	76.178	0.00052466	2.573	1369800000	3	21.9963474273682	21.3591289520264	20.1066741943359	22.3511066436768	22.1990451812744	21.9941730499268
+	2.16522632918571	-0.586692174275715	O14545;F8VNX8;F8VVF3;O14545-2;S4R2Z9;F8VWK2	O14545	TRAF-type zinc finger domain-containing protein 1	TRAFD1	1371	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	24.2	24.2	24.2	64.84	0	90.134	5270000000	136	24.5796318054199	24.7908420562744	24.4213047027588	24.0192012786865	23.9369678497314	24.075532913208
	0.83962685352919	1.67201487223307	O14578;O14578-4;H7BYJ3;O14578-3;O14578-2	O14578	Citron Rho-interacting kinase	CIT	1372	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	4.8	4.8	4.8	231.43	0	17.31	1322900000	32	20.3018913269043	19.6993370056152	22.5871486663818	22.1199703216553	23.0771484375	22.4073028564453
+	1.88363878946159	-3.40089861551921	P47813;O14602;X6RAC9;A6NJH9	P47813	Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal	EIF1AX	1373	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	44.4	44.4	44.4	16.46	0	244.6	2578400000	30	24.459451675415	24.4276466369629	22.7076091766357	19.4836387634277	20.520528793335	21.3878440856934
+	1.75481350460039	-0.487983067830402	O14617;O14617-5;O14617-4;O14617-2;O14617-3;A0A087WYN6;K7ELX8;K7ERW8	O14617	AP-3 complex subunit delta-1	AP3D1	1374	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	30	30	30	33	33	33	130.16	0	323.31	25139000000	523	26.6214275360107	26.2448501586914	26.5092086791992	26.0394649505615	25.8579711914063	26.0141010284424
	0.262223955753984	-0.115137100219727	O14654	O14654	Insulin receptor substrate 4	IRS4	1377	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	72	72	70	50.6	50.6	49.9	133.77	0	323.31	179000000000	1871	29.4847373962402	29.5503215789795	29.910135269165	29.3045215606689	29.6308975219727	29.664363861084
+	2.39536641790264	-1.094207127889	O14737;O14737-2;K7EQA1;K7ESJ4;Q3HM38;X6R2P6	O14737	Programmed cell death protein 5	PDCD5	1380	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	68.8	68.8	68.8	14.285	0	188.9	33267000000	214	27.4181213378906	27.667293548584	27.2455406188965	26.5712356567383	26.0975208282471	26.3795776367188
	0.644714995927578	0.201862970987953	O14744;O14744-2;G3V580;G3V5L5;G3V2L6;O14744-4;O14744-5;O14744-3;G3V2X6;C9JSX3;H0YJX6;G3V507;G3V2F5;H0YJ77	O14744	Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed	PRMT5	1381	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	8	8	8	16.3	16.3	16.3	72.683	0	22.637	1955500000	100	22.5548496246338	22.9543628692627	22.944637298584	23.0529327392578	23.0882720947266	22.91823387146
+	3.89115540066231	-1.70634460449219	O14745;J3QRP6;O14745-2;J3QRA3	O14745	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	SLC9A3R1	1382	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	27.4	27.4	27.4	38.868	0	99.65	1851900000	51	23.7797660827637	24.1014137268066	23.8542423248291	22.2755737304688	22.0754508972168	22.2653636932373
	0.974984690275627	-1.46669069925944	O14776-2;O14776;G3V220;Q5VWI1	O14776-2	Transcription elongation regulator 1	TCERG1	1384	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	27	27	27	25.6	25.6	25.6	121.69	0	46.972	6199200000	82	25.9285678863525	23.6418514251709	24.6093578338623	22.9675979614258	23.0760726928711	23.7360343933105
	0.686957617909961	0.370534261067711	O14802;Q7Z755	O14802	DNA-directed RNA polymerase III subunit RPC1	POLR3A	1387	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	11.9	11.9	11.9	155.64	0	22.185	1361400000	50	21.6511898040771	22.1403350830078	22.2997226715088	22.6440105438232	22.428337097168	22.1305027008057
+	1.48725828662859	-1.3464158376058	O14818;O14818-2;H0Y586;O14818-4;Q8TAA3-2;Q8TAA3-5;Q8TAA3;A0A087WYS6;F5GY34	O14818	Proteasome subunit alpha type-7	PSMA7	1388	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	41.1	41.1	41.1	27.887	0	29.74	2462900000	61	23.9355297088623	24.7462730407715	23.4065246582031	22.9555149078369	22.675256729126	22.4183082580566
+	1.60811538340331	-0.802026748657227	O14828;O14828-2	O14828	Secretory carrier-associated membrane protein 3	SCAMP3	1389	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	10	10	10	34.6	34.6	34.6	38.287	0	266.87	13769000000	255	26.4242877960205	26.28857421875	25.8346786499023	25.3423175811768	25.1543731689453	25.6447696685791
	1.01530132880229	1.7713794708252	O14867;C9IYH8;C9JMP6;C9IYR0;H7C4B6;M0QZP0	O14867	Transcription regulator protein BACH1	BACH1	1390	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	16.3	16.3	16.3	81.957	0	13.666	1436900000	68	21.5240612030029	19.6050148010254	22.3467330932617	22.9873886108398	23.0735416412354	22.7290172576904
	0.329162408444089	0.670055389404297	O14893-2;O14893;H0YEL0;O14893-3;G5EA29;H0YDP6	O14893-2	Gem-associated protein 2	GEMIN2	1392	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	30.2	30.2	30.2	29.931	0	17.207	1613900000	58	22.7672290802002	20.4374694824219	22.7248401641846	22.2857666015625	22.3462181091309	23.3077201843262
	1.06079012802738	-0.921539942423504	O14908;K7EM11;O14908-2;K7ESN1	O14908	PDZ domain-containing protein GIPC1	GIPC1	1393	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	4	17.4	17.4	17.4	36.049	0	5.9395	1396400000	20	23.5355205535889	23.1773681640625	23.0163307189941	21.5868282318115	22.5322895050049	22.8454818725586
	0.216620056232001	0.489687601725258	O14925;Q5SRD1;B4DDK6	O14925	Mitochondrial import inner membrane translocase subunit Tim23;Putative mitochondrial import inner membrane translocase subunit Tim23B	TIMM23	1394	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	4	32.5	32.5	32.5	21.943	0	43.9	1877400000	59	23.4650077819824	23.5195331573486	20.8644599914551	23.0000667572021	23.0674324035645	23.2505645751953
	0.680643721990998	-1.72384516398112	O14949	O14949	Cytochrome b-c1 complex subunit 8	UQCRQ	1398	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	5	42.7	42.7	42.7	9.9062	0	15.864	2034700000	19	23.2545070648193	23.8115692138672	23.385612487793	22.8685169219971	22.9289512634277	19.4826850891113
+	1.93742666459985	-0.687653859456379	O14964;O14964-2;I3L1E3;I3L1P5;I3L165;I3L2H4	O14964	Hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	1399	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	28	28	28	26.9	26.9	26.9	86.191	0	118.74	22154000000	277	26.7233829498291	26.3239212036133	26.3356037139893	25.8602714538574	25.6057186126709	25.8539562225342
	0.533352082120029	-0.955123265584309	O14965;A3KFJ0;Q5QPD4;A3KFJ1;Q5QPD2;A3KFJ2;Q5QPD1;B4DXA6;A0A0A0MSY3;Q5Y191;Q9UQB9-2;Q9UQB9-3;Q9UQB9	O14965	Aurora kinase A	AURKA	1400	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	9	31.8	31.8	29.8	45.809	0	25.775	2526200000	77	23.3475971221924	23.3989791870117	23.4150619506836	23.1064376831055	20.8593654632568	23.3304653167725
+	1.81825320009885	-0.650451024373375	O14974;O14974-3;O14974-4;O14974-2;O14974-5;F8VZN8;H0YHI8;H0YIS4;H0YIS3;H0YIM2;A0A0U1RQZ1;F8VW28;H0YHL8;E1CKY7;A0A0A0MS24;O60237-4;O60237;H0YIL7	O14974	Protein phosphatase 1 regulatory subunit 12A	PPP1R12A	1402	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	37	37	37	34.5	34.5	34.5	115.28	0	323.31	35540000000	619	27.2429084777832	27.1735992431641	26.8802852630615	26.3465671539307	26.3213939666748	26.6774787902832
+	1.79630662143966	0.709576924641929	O14976;O14976-2;A0A087X1U9;D6RE78;D6RAW3;H0Y8H5;D6RF16;D6RAQ7	O14976	Cyclin-G-associated kinase	GAK	1403	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	13	13	13	14	14	14	143.19	0	104.32	3161800000	94	23.0849361419678	23.077751159668	23.5748481750488	24.0854549407959	23.8943958282471	23.8864154815674
	0.518489128691634	0.175671895345054	O14980;C9J673;C9JKM9;C9IZS4;C9JQ02;C9JV99;C9JF49;C9IYM2;F8WF71;H7BZC5	O14980	Exportin-1	XPO1	1404	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	18	18	18	18.2	18.2	18.2	123.38	0	242.72	10068000000	249	25.2607288360596	25.0778160095215	25.3021507263184	25.6442184448242	25.3198261260986	25.2036666870117
+	1.29606573328619	1.49880917867025	O15031;E2PU09;A6QRG9;H0Y6J7	O15031	Plexin-B2	PLXNB2	1406	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	9	9	9	7.4	7.4	7.4	205.12	0	52.079	859010000	35	20.2380847930908	20.7374401092529	21.9457817077637	22.6320304870605	22.0906810760498	22.6950225830078
	0.0741396978427736	0.0451800028483049	O15063;A0A0G2JQ76	O15063	Uncharacterized protein KIAA0355	KIAA0355	1408	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	14	14	14	116.02	0	66.107	2158700000	87	22.6269836425781	22.7975063323975	23.03684425354	22.6675453186035	22.7087669372559	23.2205619812012
	0.593137128157391	0.183401743570965	O15067;H0YGH1;J3KTQ5;J3QSG0;J3QSH6	O15067	Phosphoribosylformylglycinamidine synthase	PFAS	1410	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	19	19	19	22.4	22.4	22.4	144.73	0	162.14	5692000000	191	24.2081394195557	24.5039730072021	24.4101524353027	24.7369117736816	24.3662643432617	24.5692939758301
	0.548416038701237	0.595584233601887	O15111	O15111	Inhibitor of nuclear factor kappa-B kinase subunit alpha	CHUK	1414	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	5	11.4	11.4	10.3	84.639	0	28.327	1480700000	50	22.2287902832031	22.2180957794189	22.5796661376953	22.9875450134277	23.7180595397949	22.1077003479004
	0.24750165312366	-0.201627095540367	O15116;E5RJ47;E5RH18	O15116	U6 snRNA-associated Sm-like protein LSm1	LSM1	1415	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	2	2	2	17.3	17.3	17.3	15.179	0	3.7395	583870000	23	21.5206604003906	20.7730579376221	21.2999458312988	21.4505062103271	20.8664588928223	20.671817779541
	0.617335847474231	0.259363810221355	O15160-2;O15160;E7EQB9;D6RDJ3;H0Y723	O15160-2	DNA-directed RNA polymerases I and III subunit RPAC1	POLR1C	1418	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	24.3	24.3	24.3	38.646	0	54.135	2033600000	58	22.8403053283691	22.3624687194824	22.9529418945313	22.9944496154785	23.0612640380859	22.8780937194824
	0.428361763896951	-0.197268803914387	O15212;A2AB88	O15212	Prefoldin subunit 6	PFDN6	1421	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	61.2	61.2	61.2	14.582	0	68.067	3080400000	63	23.319206237793	23.4820995330811	23.526237487793	23.3731842041016	22.8778686523438	23.4846839904785
	0.188174120620713	-0.105838775634766	O15235	O15235	28S ribosomal protein S12, mitochondrial	MRPS12	1424	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	5	47.1	47.1	47.1	15.173	0	21.714	2238300000	50	23.2986602783203	22.8010654449463	23.1965999603271	22.7947540283203	22.8915615081787	23.2924938201904
	0.728901811723128	-0.306708653767902	O15269;O15269-2	O15269	Serine palmitoyltransferase 1	SPTLC1	1426	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	13	13	13	31.9	31.9	31.9	52.743	0	34.058	6346100000	106	24.5910930633545	24.8744583129883	24.9781036376953	24.2311058044434	24.5286235809326	24.7637996673584
	0.345393499293693	-0.173611323038738	O15270;H0YJV2	O15270	Serine palmitoyltransferase 2	SPTLC2	1427	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	17.1	17.1	17.1	62.924	0	58.895	2046700000	81	22.8253574371338	23.1668663024902	23.2709903717041	22.8610000610352	23.2121677398682	22.6692123413086
+	1.82045832336116	1.03782081604004	O15294;O15294-3;O15294-2;O15294-4;C9JZL3	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT	1428	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	15.6	15.6	15.6	116.92	0	73.845	2450000000	90	22.3706588745117	22.6397342681885	23.1159591674805	23.5213317871094	23.7419090270996	23.9765739440918
	0.540790822734488	0.234026590983071	O15344;O15344-2;C9J453;A0A087X255;A0A087X0X0;C9JZJ7;A6PVI4;Q9UJV3-2;Q9UJV3	O15344	E3 ubiquitin-protein ligase Midline-1	MID1	1429	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	13	13	13	25.9	25.9	25.9	75.25	0	79.252	3187100000	71	23.2533226013184	23.1372108459473	23.6743297576904	23.6900844573975	23.3900814056396	23.6867771148682
	1.35605795621012	-0.655659993489582	O15355	O15355	Protein phosphatase 1G	PPM1G	1430	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	18.5	18.5	18.5	59.271	0	120.75	2580700000	65	23.3060512542725	23.6654644012451	23.7170143127441	22.665943145752	22.7840461730957	23.2715606689453
	0.508606200052447	-0.690265655517578	O15357;O15357-2;A0A0A0MTP6;H7BXR2;H0YFZ4;F5H588;F5GY16	O15357	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	INPPL1	1431	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	10.7	10.7	10.7	138.6	0	23.839	1145900000	55	22.1123218536377	22.1578311920166	22.3015651702881	22.2957496643066	21.8610191345215	20.3441524505615
	0.18658130958567	-0.18994140625	O15371-2;O15371-3;O15371;B0QYA5;B0QYA4;B0QYA6;B0QYA8	O15371-2	Eukaryotic translation initiation factor 3 subunit D	EIF3D	1433	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	18	18	18	44.7	44.7	44.7	58.14	0	242.25	7471000000	197	24.9561538696289	23.8066596984863	24.7714786529541	24.1438274383545	24.1894092559814	24.6312313079834
	0.0200055551026985	0.0383059183756487	O15397;O15397-2;F5H2I3;F5H292;F5GXT5;F5H244;H0YH64	O15397	Importin-8	IPO8	1435	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	5	5	7.2	6.3	6.3	119.94	0	20.08	716040000	41	21.7655925750732	21.40846824646	21.6293869018555	22.7341346740723	21.6293869018555	20.5548439025879
	1.56246417209313	-0.470481236775719	O15400-2;O15400	O15400-2	Syntaxin-7	STX7	1436	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	13	13	13	64	64	64	27.4	0	223.7	14418000000	225	26.077205657959	26.3541049957275	26.0925903320313	25.7013397216797	25.5228881835938	25.8882293701172
	0.20401033428318	0.165065765380859	O15439-2;O15439;O15439-4;O15439-3	O15439-2	Multidrug resistance-associated protein 4	ABCC4	1437	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	11.3	11.3	11.3	144.2	0	57.721	1144000000	67	21.9162673950195	21.4102821350098	22.4539012908936	22.1848316192627	22.1631851196289	21.9276313781738
+	1.7245552117102	-0.838785171508789	O15440-5;O15440;F8WDH3;E9PET4;C9JZL5;A5PKY6;F8WCY8;O15440-4;O15440-3;O15440-2	O15440-5	Multidrug resistance-associated protein 5	ABCC5	1438	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	8	8	8	7.7	7.7	7.7	155.73	0	35.518	1632700000	86	23.3252601623535	23.3975429534912	23.1798305511475	22.08203125	22.4959945678711	22.8082523345947
	0.253687587878247	-0.229915618896484	O15498-2;O15498	O15498-2	Synaptobrevin homolog YKT6	YKT6	1440	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	3	3	3	23.2	23.2	23.2	18.58	0	16.278	654410000	25	21.3366889953613	21.5836181640625	21.6583557128906	20.7032241821289	21.2826080322266	21.9030838012695
	0.745599936346279	0.161945978800457	O43143	O43143	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	1441	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	28	28	28	36.5	36.5	36.5	90.932	0	101.81	21016000000	493	25.9855060577393	26.0031814575195	26.1880702972412	26.2320766448975	26.0843410491943	26.3461780548096
	1.29894397068623	0.382639567057293	O43175;Q5SZU1	O43175	D-3-phosphoglycerate dehydrogenase	PHGDH	1447	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	30	30	30	53.3	53.3	53.3	56.65	0	323.31	60061000000	741	27.6853866577148	27.7066192626953	27.9811992645264	28.2677631378174	27.9739933013916	28.2793674468994
	1.50475499409099	-0.14928690592448	O43242;O43242-2;H0YGV8	O43242	26S proteasome non-ATPase regulatory subunit 3	PSMD3	1448	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	29	29	29	49.4	49.4	49.4	60.977	0	323.31	23819000000	564	26.5343780517578	26.5334129333496	26.4182186126709	26.3814277648926	26.2980651855469	26.3586559295654
+	1.54741280518122	1.20720799763997	O43303-2;O43303;H3BMS1;H3BVH3;I3L262	O43303-2	Centriolar coiled-coil protein of 110 kDa	CCP110	1454	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	11.5	11.5	11.5	111.22	0	52.971	1734600000	51	21.4405040740967	22.0951309204102	21.9579086303711	23.2182579040527	23.4426574707031	22.454252243042
	0.681190562751108	0.292160669962566	O43318-2;O43318;Q9UG54;O43318-4;O43318-3	O43318-2	Mitogen-activated protein kinase kinase kinase 7	MAP3K7	1455	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	4	7.9	7.9	7.9	64.229	0	60.748	1499800000	45	22.3362274169922	22.5797576904297	22.1937313079834	22.6957015991211	22.371244430542	22.9192523956299
	0.47264832291169	-0.933261235555015	O43324;D6RBD7;C9J1V9;O43324-2;H0YAL7;D6RCQ0	O43324	Eukaryotic translation elongation factor 1 epsilon-1	EEF1E1	1456	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	47.7	47.7	47.7	19.81	0	41.335	1316100000	39	22.3830032348633	21.9664878845215	22.0515232086182	20.7426452636719	20.018030166626	22.84055519104
+	2.27774480565541	0.847543080647785	O43379-4;O43379;O43379-2;H7C3R4;O43379-3	O43379-4	WD repeat-containing protein 62	WDR62	1459	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	20	20	20	17.6	17.6	17.6	166.51	0	150.21	4522200000	124	23.7789649963379	23.3927040100098	23.7400569915771	24.6321754455566	24.5076675415039	24.3145122528076
	0.528125698311929	0.387283325195313	O43390;O43390-2;O43390-4;O43390-3;B4DT28	O43390	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	1460	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	20	10	10	32.2	20.2	20.2	70.942	0	37.405	4482500000	102	23.1606941223145	23.2024269104004	23.6833534240723	23.9884128570557	24.0347309112549	23.1851806640625
	0.285096354583097	0.225469589233398	O43395;O43395-3	O43395	U4/U6 small nuclear ribonucleoprotein Prp3	PRPF3	1461	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	11.4	11.4	11.4	77.528	0	21.283	547460000	16	20.9866943359375	20.9613399505615	20.6513214111328	21.1865329742432	21.5581245422363	20.5311069488525
+	1.22676759107013	-1.32353909810384	O43396;K7ER96;K7EKG2;K7EPB7;K7EML9	O43396	Thioredoxin-like protein 1	TXNL1	1462	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	15.2	15.2	15.2	32.251	0	3.8195	983890000	25	22.588041305542	22.8680267333984	22.5050888061523	21.8135852813721	20.3407287597656	21.8362255096436
	0.161694445171674	-0.0758705139160156	O43427-2;O43427;E9PSD3;E9PJW6;H0YCE7	O43427-2	Acidic fibroblast growth factor intracellular-binding protein	FIBP	1463	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	29.4	29.4	29.4	41.21	0	15.919	1710400000	73	22.8952465057373	22.7043190002441	23.1561489105225	22.8702869415283	23.0319919586182	22.6258239746094
	1.04364187460635	-1.01928265889486	O43639;E7ERP6;E9PEE2;H7C5C7;E7EPF5	O43639	Cytoplasmic protein NCK2	NCK2	1471	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	3	16.1	16.1	13.9	42.915	0	52.676	576090000	18	21.985445022583	22.5158576965332	21.7004089355469	20.337818145752	21.1167278289795	21.6893177032471
+	2.39549261326066	-0.616035461425781	O43663-2;O43663-4;O43663;O43663-3;H0YL53;H0YM42;H0YLA0;G3V3N7	O43663-2	Protein regulator of cytokinesis 1	PRC1	1472	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	21.7	21.7	21.7	66.595	0	27.786	1088600000	55	21.9531555175781	21.7770385742188	21.7883949279785	21.2671089172363	21.3469486236572	21.0564250946045
+	1.39693017011292	-0.922508239746094	O43684-2;O43684;J3QT28;J3QSX4	O43684-2	Mitotic checkpoint protein BUB3	BUB3	1473	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	15	15	15	49.7	49.7	49.7	36.954	0	323.31	3506100000	91	24.6587257385254	24.1603870391846	23.9050884246826	23.7289962768555	23.00732421875	23.2203559875488
+	2.34263171824927	-0.70407168070475	O43747;O43747-2;H3BN75;H3BS13;H3BV30;H3BRM7;H3BN71;B4DGE1;H3BR36;H3BUN9;H3BNR4;B3KNW1	O43747	AP-1 complex subunit gamma-1	AP1G1	1478	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	10	10	10	91.35	0	98.875	1840500000	62	22.4045238494873	22.4588394165039	22.784366607666	21.9038562774658	21.8313236236572	21.8003349304199
	1.07172234793698	-1.30941836039225	O43776;K7EIU7;K7EQ35;O43776-2;K7EMQ6;K7EJ19;K7EPK2	O43776	Asparagine--tRNA ligase, cytoplasmic	NARS	1480	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	28.5	28.5	28.5	62.942	0	73.87	1618100000	33	23.37424659729	22.6360645294189	22.6325855255127	21.6770210266113	22.4124279022217	20.6251926422119
+	1.63795513681154	-1.35210990905762	O43809;H3BND3;H3BV41	O43809	Cleavage and polyadenylation specificity factor subunit 5	NUDT21	1481	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	40.1	40.1	40.1	26.227	0	17.361	1230400000	34	22.1043434143066	22.3150939941406	21.4687652587891	20.9351711273193	20.0570888519287	20.8396129608154
	1.27109191867281	-0.604388554890949	O43813;E9PHS0;F8WDS9	O43813	LanC-like protein 1	LANCL1	1482	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	19.5	19.5	19.5	45.283	0	9.3704	3267900000	58	24.0218296051025	23.5598754882813	24.093053817749	23.5660457611084	23.0631084442139	23.2324390411377
	1.141306706847	0.808595021565754	O43823;M0QYL4	O43823	A-kinase anchor protein 8	AKAP8	1485	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	5	9	9	9	76.107	0	9.0397	821910000	28	20.8044376373291	21.6280975341797	21.374698638916	21.7472267150879	21.97239112854	22.5134010314941
